,NameEng,NameVn,Nutritions,Water,Energy,Prottein,Fat,Carb,Fiber,Sugars,Calcium,Iron_Fe,Magne_Mg,Potassium_K,Sodium_Na,Zinc_Z,Vitamin_C,Vitamin_B6,Vitamin_B12,Vitamin_A,Vitamin_E,Vitamin_D23,Vitamin_D,Cholesterol,Caffein
100,salmon,cá hồi,"{""Water"": ""71.64 g"", ""Energy"": ""179.0 kcal"", ""Protein"": ""19.93 g"", ""Total lipid (fat)"": ""10.43 g"", ""Carbohydrate, by difference"": ""0.0 g"", ""Fiber, total dietary"": ""0.0 g"", ""Sugars, total"": ""0.0 g"", ""Calcium, Ca"": ""26.0 mg"", ""Iron, Fe"": ""0.25 mg"", ""Magnesium, Mg"": ""95.0 mg"", ""Phosphorus, P"": ""289.0 mg"", ""Potassium, K"": ""394.0 mg"", ""Sodium, Na"": ""47.0 mg"", ""Zinc, Zn"": ""0.44 mg"", ""Vitamin C, total ascorbic acid"": ""4.0 mg"", ""Thiamin"": ""0.054 mg"", ""Riboflavin"": ""0.113 mg"", ""Niacin"": ""8.42 mg"", ""Vitamin B-6"": ""0.4 mg"", ""Folate, DFE"": ""30.0 µg"", ""Vitamin B-12"": ""1.3 µg"", ""Vitamin A, RAE"": ""136.0 µg"", ""Vitamin A, IU"": ""453.0 IU"", ""Vitamin E (alpha-tocopherol)"": ""1.22 mg"", ""Fatty acids, total saturated"": ""3.1 g"", ""Fatty acids, total monounsaturated"": ""4.399 g"", ""Fatty acids, total polyunsaturated"": ""2.799 g"", ""Cholesterol"": ""50.0 mg"", ""Caffeine"": ""0.0 mg""}",71.64 g,179.0 kcal,19.93 g,10.43 g,0.0 g,0.0 g,0.0 g,26.0 mg,0.25 mg,95.0 mg,394.0 mg,47.0 mg,0.44 mg,4.0 mg,0.4 mg,1.3 µg,136.0 µg,1.22 mg,0,0,50.0 mg,0.0 mg
101,tuna,cá ngừ,"{""Water"": ""68.09 g"", ""Energy"": ""144.0 kcal"", ""Protein"": ""23.33 g"", ""Total lipid (fat)"": ""4.9 g"", ""Carbohydrate, by difference"": ""0.0 g"", ""Fiber, total dietary"": ""0.0 g"", ""Sugars, total"": ""0.0 g"", ""Calcium, Ca"": ""8.0 mg"", ""Iron, Fe"": ""1.02 mg"", ""Magnesium, Mg"": ""50.0 mg"", ""Phosphorus, P"": ""254.0 mg"", ""Potassium, K"": ""252.0 mg"", ""Sodium, Na"": ""39.0 mg"", ""Zinc, Zn"": ""0.6 mg"", ""Vitamin C, total ascorbic acid"": ""0.0 mg"", ""Thiamin"": ""0.241 mg"", ""Riboflavin"": ""0.251 mg"", ""Niacin"": ""8.654 mg"", ""Vitamin B-6"": ""0.455 mg"", ""Folate, DFE"": ""2.0 µg"", ""Vitamin B-12"": ""9.43 µg"", ""Vitamin A, RAE"": ""655.0 µg"", ""Vitamin A, IU"": ""2183.0 IU"", ""Vitamin E (alpha-tocopherol)"": ""1.0 mg"", ""Vitamin D (D2 + D3)"": ""5.7 µg"", ""Vitamin D"": ""227.0 IU"", ""Vitamin K (phylloquinone)"": ""0.0 µg"", ""Fatty acids, total saturated"": ""1.257 g"", ""Fatty acids, total monounsaturated"": ""1.6 g"", ""Fatty acids, total polyunsaturated"": ""1.433 g"", ""Cholesterol"": ""38.0 mg"", ""Caffeine"": ""0.0 mg""}",68.09 g,144.0 kcal,23.33 g,4.9 g,0.0 g,0.0 g,0.0 g,8.0 mg,1.02 mg,50.0 mg,252.0 mg,39.0 mg,0.6 mg,0.0 mg,0.455 mg,9.43 µg,655.0 µg,1.0 mg,5.7 µg,227.0 IU,38.0 mg,0.0 mg
102,egg,trứng,"{""Water"": ""76.15 g"", ""Energy"": ""143.0 kcal"", ""Protein"": ""12.56 g"", ""Total lipid (fat)"": ""9.51 g"", ""Carbohydrate, by difference"": ""0.72 g"", ""Fiber, total dietary"": ""0.0 g"", ""Sugars, total"": ""0.37 g"", ""Calcium, Ca"": ""56.0 mg"", ""Iron, Fe"": ""1.75 mg"", ""Magnesium, Mg"": ""12.0 mg"", ""Phosphorus, P"": ""198.0 mg"", ""Potassium, K"": ""138.0 mg"", ""Sodium, Na"": ""142.0 mg"", ""Zinc, Zn"": ""1.29 mg"", ""Vitamin C, total ascorbic acid"": ""0.0 mg"", ""Thiamin"": ""0.04 mg"", ""Riboflavin"": ""0.457 mg"", ""Niacin"": ""0.075 mg"", ""Vitamin B-6"": ""0.17 mg"", ""Folate, DFE"": ""47.0 µg"", ""Vitamin B-12"": ""0.89 µg"", ""Vitamin A, RAE"": ""160.0 µg"", ""Vitamin A, IU"": ""540.0 IU"", ""Vitamin E (alpha-tocopherol)"": ""1.05 mg"", ""Vitamin D (D2 + D3)"": ""2.0 µg"", ""Vitamin D"": ""82.0 IU"", ""Vitamin K (phylloquinone)"": ""0.3 µg"", ""Fatty acids, total saturated"": ""3.126 g"", ""Fatty acids, total monounsaturated"": ""3.658 g"", ""Fatty acids, total polyunsaturated"": ""1.911 g"", ""Fatty acids, total trans"": ""0.038 g"", ""Cholesterol"": ""372.0 mg"", ""Caffeine"": ""0.0 mg""}",76.15 g,143.0 kcal,12.56 g,9.51 g,0.72 g,0.0 g,0.37 g,56.0 mg,1.75 mg,12.0 mg,138.0 mg,142.0 mg,1.29 mg,0.0 mg,0.17 mg,0.89 µg,160.0 µg,1.05 mg,2.0 µg,82.0 IU,372.0 mg,0.0 mg
103,drumstick,đùi gà,"{""Water"": ""78.66 g"", ""Energy"": ""64.0 kcal"", ""Protein"": ""9.4 g"", ""Total lipid (fat)"": ""1.4 g"", ""Carbohydrate, by difference"": ""8.28 g"", ""Fiber, total dietary"": ""2.0 g"", ""Calcium, Ca"": ""185.0 mg"", ""Iron, Fe"": ""4.0 mg"", ""Magnesium, Mg"": ""42.0 mg"", ""Phosphorus, P"": ""112.0 mg"", ""Potassium, K"": ""337.0 mg"", ""Sodium, Na"": ""9.0 mg"", ""Zinc, Zn"": ""0.6 mg"", ""Vitamin C, total ascorbic acid"": ""51.7 mg"", ""Thiamin"": ""0.257 mg"", ""Riboflavin"": ""0.66 mg"", ""Niacin"": ""2.22 mg"", ""Vitamin B-6"": ""1.2 mg"", ""Folate, DFE"": ""40.0 µg"", ""Vitamin B-12"": ""0.0 µg"", ""Vitamin A, RAE"": ""378.0 µg"", ""Vitamin A, IU"": ""7564.0 IU"", ""Vitamin D (D2 + D3)"": ""0.0 µg"", ""Vitamin D"": ""0.0 IU"", ""Fatty acids, total trans"": ""0.0 g"", ""Cholesterol"": ""0.0 mg""}",78.66 g,64.0 kcal,9.4 g,1.4 g,8.28 g,2.0 g,0,185.0 mg,4.0 mg,42.0 mg,337.0 mg,9.0 mg,0.6 mg,51.7 mg,1.2 mg,0.0 µg,378.0 µg,0,0.0 µg,0.0 IU,0.0 mg,0
104,bacon,thịt muối,"{""Water"": ""78.66 g"", ""Energy"": ""64.0 kcal"", ""Protein"": ""9.4 g"", ""Total lipid (fat)"": ""1.4 g"", ""Carbohydrate, by difference"": ""8.28 g"", ""Fiber, total dietary"": ""2.0 g"", ""Calcium, Ca"": ""185.0 mg"", ""Iron, Fe"": ""4.0 mg"", ""Magnesium, Mg"": ""42.0 mg"", ""Phosphorus, P"": ""112.0 mg"", ""Potassium, K"": ""337.0 mg"", ""Sodium, Na"": ""9.0 mg"", ""Zinc, Zn"": ""0.6 mg"", ""Vitamin C, total ascorbic acid"": ""51.7 mg"", ""Thiamin"": ""0.257 mg"", ""Riboflavin"": ""0.66 mg"", ""Niacin"": ""2.22 mg"", ""Vitamin B-6"": ""1.2 mg"", ""Folate, DFE"": ""40.0 µg"", ""Vitamin B-12"": ""0.0 µg"", ""Vitamin A, RAE"": ""378.0 µg"", ""Vitamin A, IU"": ""7564.0 IU"", ""Vitamin D (D2 + D3)"": ""0.0 µg"", ""Vitamin D"": ""0.0 IU"", ""Fatty acids, total trans"": ""0.0 g"", ""Cholesterol"": ""0.0 mg""}",78.66 g,64.0 kcal,9.4 g,1.4 g,8.28 g,2.0 g,0,185.0 mg,4.0 mg,42.0 mg,337.0 mg,9.0 mg,0.6 mg,51.7 mg,1.2 mg,0.0 µg,378.0 µg,0,0.0 µg,0.0 IU,0.0 mg,0
105,bacon,đùi lợn muối,"{""Water"": ""78.66 g"", ""Energy"": ""64.0 kcal"", ""Protein"": ""9.4 g"", ""Total lipid (fat)"": ""1.4 g"", ""Carbohydrate, by difference"": ""8.28 g"", ""Fiber, total dietary"": ""2.0 g"", ""Calcium, Ca"": ""185.0 mg"", ""Iron, Fe"": ""4.0 mg"", ""Magnesium, Mg"": ""42.0 mg"", ""Phosphorus, P"": ""112.0 mg"", ""Potassium, K"": ""337.0 mg"", ""Sodium, Na"": ""9.0 mg"", ""Zinc, Zn"": ""0.6 mg"", ""Vitamin C, total ascorbic acid"": ""51.7 mg"", ""Thiamin"": ""0.257 mg"", ""Riboflavin"": ""0.66 mg"", ""Niacin"": ""2.22 mg"", ""Vitamin B-6"": ""1.2 mg"", ""Folate, DFE"": ""40.0 µg"", ""Vitamin B-12"": ""0.0 µg"", ""Vitamin A, RAE"": ""378.0 µg"", ""Vitamin A, IU"": ""7564.0 IU"", ""Vitamin D (D2 + D3)"": ""0.0 µg"", ""Vitamin D"": ""0.0 IU"", ""Fatty acids, total trans"": ""0.0 g"", ""Cholesterol"": ""0.0 mg""}",78.66 g,64.0 kcal,9.4 g,1.4 g,8.28 g,2.0 g,0,185.0 mg,4.0 mg,42.0 mg,337.0 mg,9.0 mg,0.6 mg,51.7 mg,1.2 mg,0.0 µg,378.0 µg,0,0.0 µg,0.0 IU,0.0 mg,0
106,sausage,xúc xích,"{""Water"": ""70.42 g"", ""Energy"": ""155.0 kcal"", ""Protein"": ""18.79 g"", ""Total lipid (fat)"": ""8.08 g"", ""Carbohydrate, by difference"": ""0.47 g"", ""Fiber, total dietary"": ""0.0 g"", ""Sugars, total"": ""0.0 g"", ""Calcium, Ca"": ""19.0 mg"", ""Iron, Fe"": ""1.17 mg"", ""Magnesium, Mg"": ""19.0 mg"", ""Phosphorus, P"": ""177.0 mg"", ""Potassium, K"": ""262.0 mg"", ""Sodium, Na"": ""593.0 mg"", ""Zinc, Zn"": ""3.06 mg"", ""Vitamin C, total ascorbic acid"": ""2.3 mg"", ""Thiamin"": ""0.077 mg"", ""Riboflavin"": ""0.234 mg"", ""Niacin"": ""4.6 mg"", ""Vitamin B-6"": ""0.431 mg"", ""Folate, DFE"": ""5.0 µg"", ""Vitamin B-12"": ""1.3 µg"", ""Vitamin A, RAE"": ""13.0 µg"", ""Vitamin A, IU"": ""75.0 IU"", ""Vitamin E (alpha-tocopherol)"": ""0.13 mg"", ""Vitamin K (phylloquinone)"": ""0.0 µg"", ""Fatty acids, total saturated"": ""1.963 g"", ""Fatty acids, total monounsaturated"": ""2.624 g"", ""Fatty acids, total polyunsaturated"": ""2.386 g"", ""Fatty acids, total trans"": ""0.35 g"", ""Cholesterol"": ""75.0 mg"", ""Caffeine"": ""0.0 mg""}",70.42 g,155.0 kcal,18.79 g,8.08 g,0.47 g,0.0 g,0.0 g,19.0 mg,1.17 mg,19.0 mg,262.0 mg,593.0 mg,3.06 mg,2.3 mg,0.431 mg,1.3 µg,13.0 µg,0.13 mg,0,0,75.0 mg,0.0 mg
107,duck,vịt,"{""Water"": ""71.78 g"", ""Energy"": ""136.0 kcal"", ""Protein"": ""18.74 g"", ""Total lipid (fat)"": ""4.64 g"", ""Carbohydrate, by difference"": ""3.53 g"", ""Fiber, total dietary"": ""0.0 g"", ""Calcium, Ca"": ""11.0 mg"", ""Iron, Fe"": ""30.53 mg"", ""Magnesium, Mg"": ""24.0 mg"", ""Phosphorus, P"": ""269.0 mg"", ""Potassium, K"": ""230.0 mg"", ""Sodium, Na"": ""140.0 mg"", ""Zinc, Zn"": ""3.07 mg"", ""Vitamin C, total ascorbic acid"": ""4.5 mg"", ""Thiamin"": ""0.562 mg"", ""Riboflavin"": ""0.892 mg"", ""Niacin"": ""6.5 mg"", ""Vitamin B-6"": ""0.76 mg"", ""Folate, DFE"": ""738.0 µg"", ""Vitamin B-12"": ""54.0 µg"", ""Vitamin A, RAE"": ""11984.0 µg"", ""Vitamin A, IU"": ""39907.0 IU"", ""Fatty acids, total saturated"": ""1.44 g"", ""Fatty acids, total monounsaturated"": ""0.71 g"", ""Fatty acids, total polyunsaturated"": ""0.63 g"", ""Cholesterol"": ""515.0 mg""}",71.78 g,136.0 kcal,18.74 g,4.64 g,3.53 g,0.0 g,0,11.0 mg,30.53 mg,24.0 mg,230.0 mg,140.0 mg,3.07 mg,4.5 mg,0.76 mg,54.0 µg,11984.0 µg,0,0,0,515.0 mg,0
108,lamb,cừu,"{""Water"": ""69.29 g"", ""Energy"": ""193.0 kcal"", ""Protein"": ""20.33 g"", ""Total lipid (fat)"": ""12.41 g"", ""Carbohydrate, by difference"": ""0.0 g"", ""Fiber, total dietary"": ""0.0 g"", ""Sugars, total"": ""0.0 g"", ""Calcium, Ca"": ""4.0 mg"", ""Iron, Fe"": ""1.04 mg"", ""Magnesium, Mg"": ""18.0 mg"", ""Phosphorus, P"": ""156.0 mg"", ""Potassium, K"": ""281.0 mg"", ""Sodium, Na"": ""57.0 mg"", ""Zinc, Zn"": ""2.75 mg"", ""Vitamin C, total ascorbic acid"": ""0.0 mg"", ""Thiamin"": ""0.059 mg"", ""Riboflavin"": ""0.176 mg"", ""Niacin"": ""5.011 mg"", ""Vitamin B-6"": ""0.132 mg"", ""Vitamin B-12"": ""1.62 µg"", ""Vitamin A, RAE"": ""8.0 µg"", ""Vitamin A, IU"": ""26.0 IU"", ""Vitamin E (alpha-tocopherol)"": ""0.24 mg"", ""Vitamin D (D2 + D3)"": ""0.0 µg"", ""Vitamin D"": ""1.0 IU"", ""Fatty acids, total saturated"": ""4.848 g"", ""Fatty acids, total monounsaturated"": ""2.977 g"", ""Fatty acids, total polyunsaturated"": ""0.483 g"", ""Fatty acids, total trans"": ""0.439 g"", ""Cholesterol"": ""63.0 mg"", ""Caffeine"": ""0.0 mg""}",69.29 g,193.0 kcal,20.33 g,12.41 g,0.0 g,0.0 g,0.0 g,4.0 mg,1.04 mg,18.0 mg,281.0 mg,57.0 mg,2.75 mg,0.0 mg,0.132 mg,1.62 µg,8.0 µg,0.24 mg,0.0 µg,1.0 IU,63.0 mg,0.0 mg
109,liver,gan,"{""Water"": ""70.89 g"", ""Energy"": ""140.0 kcal"", ""Protein"": ""19.93 g"", ""Total lipid (fat)"": ""4.85 g"", ""Carbohydrate, by difference"": ""2.91 g"", ""Fiber, total dietary"": ""0.0 g"", ""Sugars, total"": ""0.0 g"", ""Calcium, Ca"": ""5.0 mg"", ""Iron, Fe"": ""6.4 mg"", ""Magnesium, Mg"": ""20.0 mg"", ""Phosphorus, P"": ""379.0 mg"", ""Potassium, K"": ""308.0 mg"", ""Sodium, Na"": ""77.0 mg"", ""Zinc, Zn"": ""12.02 mg"", ""Vitamin C, total ascorbic acid"": ""0.7 mg"", ""Thiamin"": ""0.173 mg"", ""Riboflavin"": ""2.44 mg"", ""Niacin"": ""10.55 mg"", ""Vitamin B-6"": ""0.957 mg"", ""Folate, DFE"": ""125.0 µg"", ""Vitamin B-12"": ""59.85 µg"", ""Vitamin A, RAE"": ""11707.0 µg"", ""Vitamin A, IU"": ""39056.0 IU"", ""Vitamin E (alpha-tocopherol)"": ""0.37 mg"", ""Vitamin K (phylloquinone)"": ""0.9 µg"", ""Fatty acids, total saturated"": ""1.56 g"", ""Fatty acids, total monounsaturated"": ""0.968 g"", ""Fatty acids, total polyunsaturated"": ""0.829 g"", ""Fatty acids, total trans"": ""0.215 g"", ""Cholesterol"": ""334.0 mg"", ""Caffeine"": ""0.0 mg""}",70.89 g,140.0 kcal,19.93 g,4.85 g,2.91 g,0.0 g,0.0 g,5.0 mg,6.4 mg,20.0 mg,308.0 mg,77.0 mg,12.02 mg,0.7 mg,0.957 mg,59.85 µg,11707.0 µg,0.37 mg,0,0,334.0 mg,0.0 mg
110,turkey,gà tây,"{""Water"": ""69.09 g"", ""Energy"": ""201.0 kcal"", ""Protein"": ""13.29 g"", ""Total lipid (fat)"": ""15.96 g"", ""Carbohydrate, by difference"": ""0.0 g"", ""Fiber, total dietary"": ""0.0 g"", ""Calcium, Ca"": ""145.0 mg"", ""Iron, Fe"": ""1.61 mg"", ""Magnesium, Mg"": ""13.0 mg"", ""Phosphorus, P"": ""115.0 mg"", ""Potassium, K"": ""173.0 mg"", ""Sodium, Na"": ""48.0 mg"", ""Zinc, Zn"": ""2.9 mg"", ""Vitamin C, total ascorbic acid"": ""0.0 mg"", ""Thiamin"": ""0.048 mg"", ""Riboflavin"": ""0.134 mg"", ""Niacin"": ""1.969 mg"", ""Vitamin B-6"": ""0.21 mg"", ""Folate, DFE"": ""7.0 µg"", ""Vitamin B-12"": ""0.26 µg"", ""Vitamin A, RAE"": ""0.0 µg"", ""Vitamin A, IU"": ""0.0 IU"", ""Fatty acids, total saturated"": ""5.31 g"", ""Fatty acids, total monounsaturated"": ""5.02 g"", ""Fatty acids, total polyunsaturated"": ""4.51 g"", ""Cholesterol"": ""95.0 mg""}",69.09 g,201.0 kcal,13.29 g,15.96 g,0.0 g,0.0 g,0,145.0 mg,1.61 mg,13.0 mg,173.0 mg,48.0 mg,2.9 mg,0.0 mg,0.21 mg,0.26 µg,0.0 µg,0,0,0,95.0 mg,0
111,veal,bê,"{""Water"": ""54.47 g"", ""Energy"": ""301.0 kcal"", ""Protein"": ""14.03 g"", ""Total lipid (fat)"": ""25.87 g"", ""Carbohydrate, by difference"": ""2.95 g"", ""Fiber, total dietary"": ""1.0 g"", ""Sugars, total"": ""1.33 g"", ""Calcium, Ca"": ""41.0 mg"", ""Iron, Fe"": ""1.15 mg"", ""Magnesium, Mg"": ""26.0 mg"", ""Phosphorus, P"": ""169.0 mg"", ""Potassium, K"": ""270.0 mg"", ""Sodium, Na"": ""756.0 mg"", ""Zinc, Zn"": ""2.07 mg"", ""Vitamin C, total ascorbic acid"": ""3.2 mg"", ""Thiamin"": ""0.193 mg"", ""Riboflavin"": ""0.233 mg"", ""Niacin"": ""5.616 mg"", ""Vitamin B-6"": ""0.378 mg"", ""Folate, DFE"": ""17.0 µg"", ""Vitamin B-12"": ""0.86 µg"", ""Vitamin A, RAE"": ""15.0 µg"", ""Vitamin A, IU"": ""256.0 IU"", ""Vitamin E (alpha-tocopherol)"": ""0.38 mg"", ""Vitamin D (D2 + D3)"": ""0.0 µg"", ""Vitamin D"": ""0.0 IU"", ""Vitamin K (phylloquinone)"": ""70.2 µg"", ""Fatty acids, total saturated"": ""10.256 g"", ""Fatty acids, total monounsaturated"": ""13.138 g"", ""Fatty acids, total polyunsaturated"": ""2.328 g"", ""Cholesterol"": ""93.0 mg"", ""Caffeine"": ""0.0 mg""}",54.47 g,301.0 kcal,14.03 g,25.87 g,2.95 g,1.0 g,1.33 g,41.0 mg,1.15 mg,26.0 mg,270.0 mg,756.0 mg,2.07 mg,3.2 mg,0.378 mg,0.86 µg,15.0 µg,0.38 mg,0.0 µg,0.0 IU,93.0 mg,0.0 mg
112,goat,dê,"{""Water"": ""75.84 g"", ""Energy"": ""109.0 kcal"", ""Protein"": ""20.6 g"", ""Total lipid (fat)"": ""2.31 g"", ""Carbohydrate, by difference"": ""0.0 g"", ""Fiber, total dietary"": ""0.0 g"", ""Calcium, Ca"": ""13.0 mg"", ""Iron, Fe"": ""2.83 mg"", ""Phosphorus, P"": ""180.0 mg"", ""Potassium, K"": ""385.0 mg"", ""Sodium, Na"": ""82.0 mg"", ""Zinc, Zn"": ""4.0 mg"", ""Vitamin C, total ascorbic acid"": ""0.0 mg"", ""Thiamin"": ""0.11 mg"", ""Riboflavin"": ""0.49 mg"", ""Niacin"": ""3.75 mg"", ""Folate, DFE"": ""5.0 µg"", ""Vitamin B-12"": ""1.13 µg"", ""Vitamin A, RAE"": ""0.0 µg"", ""Vitamin A, IU"": ""0.0 IU"", ""Fatty acids, total saturated"": ""0.71 g"", ""Fatty acids, total monounsaturated"": ""1.03 g"", ""Fatty acids, total polyunsaturated"": ""0.17 g"", ""Cholesterol"": ""57.0 mg""}",75.84 g,109.0 kcal,20.6 g,2.31 g,0.0 g,0.0 g,0,13.0 mg,2.83 mg,0,385.0 mg,82.0 mg,4.0 mg,0.0 mg,0,1.13 µg,0.0 µg,0,0,0,57.0 mg,0
113,mackerel,cá thu,"{""Water"": ""63.55 g"", ""Energy"": ""205.0 kcal"", ""Protein"": ""18.6 g"", ""Total lipid (fat)"": ""13.89 g"", ""Carbohydrate, by difference"": ""0.0 g"", ""Fiber, total dietary"": ""0.0 g"", ""Sugars, total"": ""0.0 g"", ""Calcium, Ca"": ""12.0 mg"", ""Iron, Fe"": ""1.63 mg"", ""Magnesium, Mg"": ""76.0 mg"", ""Phosphorus, P"": ""217.0 mg"", ""Potassium, K"": ""314.0 mg"", ""Sodium, Na"": ""90.0 mg"", ""Zinc, Zn"": ""0.63 mg"", ""Vitamin C, total ascorbic acid"": ""0.4 mg"", ""Thiamin"": ""0.176 mg"", ""Riboflavin"": ""0.312 mg"", ""Niacin"": ""9.08 mg"", ""Vitamin B-6"": ""0.399 mg"", ""Folate, DFE"": ""1.0 µg"", ""Vitamin B-12"": ""8.71 µg"", ""Vitamin A, RAE"": ""50.0 µg"", ""Vitamin A, IU"": ""167.0 IU"", ""Vitamin E (alpha-tocopherol)"": ""1.52 mg"", ""Vitamin D (D2 + D3)"": ""16.1 µg"", ""Vitamin D"": ""643.0 IU"", ""Vitamin K (phylloquinone)"": ""5.0 µg"", ""Fatty acids, total saturated"": ""3.257 g"", ""Fatty acids, total monounsaturated"": ""5.456 g"", ""Fatty acids, total polyunsaturated"": ""3.35 g"", ""Cholesterol"": ""70.0 mg"", ""Caffeine"": ""0.0 mg""}",63.55 g,205.0 kcal,18.6 g,13.89 g,0.0 g,0.0 g,0.0 g,12.0 mg,1.63 mg,76.0 mg,314.0 mg,90.0 mg,0.63 mg,0.4 mg,0.399 mg,8.71 µg,50.0 µg,1.52 mg,16.1 µg,643.0 IU,70.0 mg,0.0 mg
114,herring,cá trích,"{""Water"": ""72.05 g"", ""Energy"": ""158.0 kcal"", ""Protein"": ""17.96 g"", ""Total lipid (fat)"": ""9.04 g"", ""Carbohydrate, by difference"": ""0.0 g"", ""Fiber, total dietary"": ""0.0 g"", ""Sugars, total"": ""0.0 g"", ""Calcium, Ca"": ""57.0 mg"", ""Iron, Fe"": ""1.1 mg"", ""Magnesium, Mg"": ""32.0 mg"", ""Phosphorus, P"": ""236.0 mg"", ""Potassium, K"": ""327.0 mg"", ""Sodium, Na"": ""90.0 mg"", ""Zinc, Zn"": ""0.99 mg"", ""Vitamin C, total ascorbic acid"": ""0.7 mg"", ""Thiamin"": ""0.092 mg"", ""Riboflavin"": ""0.233 mg"", ""Niacin"": ""3.217 mg"", ""Vitamin B-6"": ""0.302 mg"", ""Folate, DFE"": ""10.0 µg"", ""Vitamin B-12"": ""13.67 µg"", ""Vitamin A, RAE"": ""28.0 µg"", ""Vitamin A, IU"": ""93.0 IU"", ""Vitamin E (alpha-tocopherol)"": ""1.07 mg"", ""Vitamin D (D2 + D3)"": ""4.2 µg"", ""Vitamin D"": ""167.0 IU"", ""Vitamin K (phylloquinone)"": ""0.1 µg"", ""Fatty acids, total saturated"": ""2.04 g"", ""Fatty acids, total monounsaturated"": ""3.736 g"", ""Fatty acids, total polyunsaturated"": ""2.133 g"", ""Cholesterol"": ""60.0 mg"", ""Caffeine"": ""0.0 mg""}",72.05 g,158.0 kcal,17.96 g,9.04 g,0.0 g,0.0 g,0.0 g,57.0 mg,1.1 mg,32.0 mg,327.0 mg,90.0 mg,0.99 mg,0.7 mg,0.302 mg,13.67 µg,28.0 µg,1.07 mg,4.2 µg,167.0 IU,60.0 mg,0.0 mg
115,sardine,cá mòi,"{""Water"": ""72.05 g"", ""Energy"": ""158.0 kcal"", ""Protein"": ""17.96 g"", ""Total lipid (fat)"": ""9.04 g"", ""Carbohydrate, by difference"": ""0.0 g"", ""Fiber, total dietary"": ""0.0 g"", ""Sugars, total"": ""0.0 g"", ""Calcium, Ca"": ""57.0 mg"", ""Iron, Fe"": ""1.1 mg"", ""Magnesium, Mg"": ""32.0 mg"", ""Phosphorus, P"": ""236.0 mg"", ""Potassium, K"": ""327.0 mg"", ""Sodium, Na"": ""90.0 mg"", ""Zinc, Zn"": ""0.99 mg"", ""Vitamin C, total ascorbic acid"": ""0.7 mg"", ""Thiamin"": ""0.092 mg"", ""Riboflavin"": ""0.233 mg"", ""Niacin"": ""3.217 mg"", ""Vitamin B-6"": ""0.302 mg"", ""Folate, DFE"": ""10.0 µg"", ""Vitamin B-12"": ""13.67 µg"", ""Vitamin A, RAE"": ""28.0 µg"", ""Vitamin A, IU"": ""93.0 IU"", ""Vitamin E (alpha-tocopherol)"": ""1.07 mg"", ""Vitamin D (D2 + D3)"": ""4.2 µg"", ""Vitamin D"": ""167.0 IU"", ""Vitamin K (phylloquinone)"": ""0.1 µg"", ""Fatty acids, total saturated"": ""2.04 g"", ""Fatty acids, total monounsaturated"": ""3.736 g"", ""Fatty acids, total polyunsaturated"": ""2.133 g"", ""Cholesterol"": ""60.0 mg"", ""Caffeine"": ""0.0 mg""}",72.05 g,158.0 kcal,17.96 g,9.04 g,0.0 g,0.0 g,0.0 g,57.0 mg,1.1 mg,32.0 mg,327.0 mg,90.0 mg,0.99 mg,0.7 mg,0.302 mg,13.67 µg,28.0 µg,1.07 mg,4.2 µg,167.0 IU,60.0 mg,0.0 mg
116,smoked salmom,cá hồi hun khói,"{""Water"": ""72.05 g"", ""Energy"": ""158.0 kcal"", ""Protein"": ""17.96 g"", ""Total lipid (fat)"": ""9.04 g"", ""Carbohydrate, by difference"": ""0.0 g"", ""Fiber, total dietary"": ""0.0 g"", ""Sugars, total"": ""0.0 g"", ""Calcium, Ca"": ""57.0 mg"", ""Iron, Fe"": ""1.1 mg"", ""Magnesium, Mg"": ""32.0 mg"", ""Phosphorus, P"": ""236.0 mg"", ""Potassium, K"": ""327.0 mg"", ""Sodium, Na"": ""90.0 mg"", ""Zinc, Zn"": ""0.99 mg"", ""Vitamin C, total ascorbic acid"": ""0.7 mg"", ""Thiamin"": ""0.092 mg"", ""Riboflavin"": ""0.233 mg"", ""Niacin"": ""3.217 mg"", ""Vitamin B-6"": ""0.302 mg"", ""Folate, DFE"": ""10.0 µg"", ""Vitamin B-12"": ""13.67 µg"", ""Vitamin A, RAE"": ""28.0 µg"", ""Vitamin A, IU"": ""93.0 IU"", ""Vitamin E (alpha-tocopherol)"": ""1.07 mg"", ""Vitamin D (D2 + D3)"": ""4.2 µg"", ""Vitamin D"": ""167.0 IU"", ""Vitamin K (phylloquinone)"": ""0.1 µg"", ""Fatty acids, total saturated"": ""2.04 g"", ""Fatty acids, total monounsaturated"": ""3.736 g"", ""Fatty acids, total polyunsaturated"": ""2.133 g"", ""Cholesterol"": ""60.0 mg"", ""Caffeine"": ""0.0 mg""}",72.05 g,158.0 kcal,17.96 g,9.04 g,0.0 g,0.0 g,0.0 g,57.0 mg,1.1 mg,32.0 mg,327.0 mg,90.0 mg,0.99 mg,0.7 mg,0.302 mg,13.67 µg,28.0 µg,1.07 mg,4.2 µg,167.0 IU,60.0 mg,0.0 mg
